database_name,schema_name,table_name,column_name,description,data_type,is_primary_key,is_foreign_key,is_nullable
ecommerce_db,acme_corp,teams,slack_channel,Primary Slack channel for the team (includes leading #).,STRING,False,False,True
ecommerce_db,acme_corp,teams,team_id,Unique team identifier (format: TEAM###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,ticket_comments,author_id,FK to customer_contacts.contact_id or employees.employee_id depending on author_type.,STRING,False,False,True
ecommerce_db,acme_corp,ticket_comments,author_type,"Who authored the comment: customer, agent.",STRING,False,False,True
ecommerce_db,acme_corp,ticket_comments,body,Comment body text.,STRING,False,False,True
ecommerce_db,acme_corp,ticket_comments,comment_id,Unique comment identifier (format: TCOM###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,ticket_comments,created_at,Comment timestamp. Partition key (by DATE).,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,ticket_comments,is_internal,TRUE for internal-only notes (not visible to customer).,BOOL,False,False,True
ecommerce_db,acme_corp,ticket_comments,ticket_id,FK to support_tickets.ticket_id.,STRING,False,True,False
ecommerce_db,acme_corp,time_off_requests,approver_id,FK to employees.employee_id of the approver.,STRING,False,True,True
ecommerce_db,acme_corp,time_off_requests,employee_id,FK to employees.employee_id. The requester.,STRING,False,True,False
ecommerce_db,acme_corp,time_off_requests,end_date,Last day of leave (inclusive).,DATE,False,False,True
ecommerce_db,acme_corp,time_off_requests,request_id,Unique request identifier (format: TOR###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,time_off_requests,request_type,"Type of leave: vacation, sick, parental, bereavement.",STRING,False,False,True
ecommerce_db,acme_corp,time_off_requests,requested_at,When the request was submitted.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,time_off_requests,start_date,First day of leave. Table is partitioned on this column.,DATE,False,False,True
ecommerce_db,acme_corp,time_off_requests,status,"Request state: pending, approved, denied, cancelled.",STRING,False,False,True
ecommerce_db,acme_corp,time_off_requests,total_days,Business days requested. May include half-days (NUMERIC).,NUMERIC,False,False,True
ecommerce_db,acme_corp,training_courses,category,"Category: compliance, engineering, leadership, sales, analytics.",STRING,False,False,True
ecommerce_db,acme_corp,training_courses,course_id,Unique course identifier (format: CRS###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,training_courses,created_at,Row insert timestamp.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,training_courses,duration_hours,Expected course duration in hours.,NUMERIC,False,False,True
ecommerce_db,acme_corp,training_courses,is_mandatory,TRUE if required of all employees (e.g. compliance training).,BOOL,False,False,True
ecommerce_db,acme_corp,training_courses,provider,"Course provider (e.g. Internal, Neo4j Academy, DataCamp).",STRING,False,False,True
ecommerce_db,acme_corp,training_courses,title,Course title.,STRING,False,False,False
ecommerce_db,acme_corp,vendor_contracts,annual_spend_usd,Committed / expected annual spend in USD.,NUMERIC,False,False,True
ecommerce_db,acme_corp,vendor_contracts,auto_renew,TRUE if the contract auto-renews absent cancellation notice.,BOOL,False,False,True
ecommerce_db,acme_corp,vendor_contracts,contract_id,Unique contract identifier (format: VC###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,vendor_contracts,currency,ISO 4217 currency code of the contract.,STRING,False,False,True
ecommerce_db,acme_corp,vendor_contracts,end_date,Contract end date.,DATE,False,False,True
ecommerce_db,acme_corp,vendor_contracts,owner_employee_id,FK to employees.employee_id. Internal contract owner.,STRING,False,True,True
ecommerce_db,acme_corp,vendor_contracts,signed_at,When the contract was fully executed.,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,vendor_contracts,start_date,Contract start date.,DATE,False,False,True
ecommerce_db,acme_corp,vendor_contracts,status,"Contract status: active, expired, terminated.",STRING,False,False,True
ecommerce_db,acme_corp,vendor_contracts,vendor_id,FK to vendors.vendor_id.,STRING,False,True,False
ecommerce_db,acme_corp,vendors,category,"Category: saas, hardware, consulting, facilities.",STRING,False,False,True
ecommerce_db,acme_corp,vendors,contact_email,Primary vendor contact email.,STRING,False,False,True
ecommerce_db,acme_corp,vendors,contact_phone,Primary vendor contact phone (E.164).,STRING,False,False,True
ecommerce_db,acme_corp,vendors,country,ISO 3166-1 alpha-2 country of registration.,STRING,False,False,True
ecommerce_db,acme_corp,vendors,name,Vendor legal name.,STRING,False,False,True
ecommerce_db,acme_corp,vendors,onboarded_date,Date vendor was approved and onboarded.,DATE,False,False,True
ecommerce_db,acme_corp,vendors,risk_rating,"Security risk rating: low, medium, high. High-risk vendors get annual re-review.",STRING,False,False,True
ecommerce_db,acme_corp,vendors,status,"Status: active, inactive, pending_review.",STRING,False,False,True
ecommerce_db,acme_corp,vendors,vendor_id,Unique vendor identifier (format: VEN###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,web_events,country,ISO 3166-1 alpha-2 country derived from IP.,STRING,False,False,True
ecommerce_db,acme_corp,web_events,customer_id,FK to customers.customer_id. Populated post-identification (e.g. logged-in user).,STRING,False,True,True
ecommerce_db,acme_corp,web_events,device_type,"Device type: desktop, mobile, tablet.",STRING,False,False,True
ecommerce_db,acme_corp,web_events,event_at,When the event fired. Partition key (by DATE).,TIMESTAMP,False,False,True
ecommerce_db,acme_corp,web_events,event_id,Unique event identifier (format: EV###). Primary key.,STRING,True,False,False
ecommerce_db,acme_corp,web_events,event_type,"Event type: page_view, click, form_submit, signup.",STRING,False,False,True
ecommerce_db,acme_corp,web_events,page_url,Full URL where the event occurred.,STRING,False,False,True
ecommerce_db,acme_corp,web_events,referrer,"HTTP referrer URL, if any.",STRING,False,False,True
ecommerce_db,acme_corp,web_events,session_id,Session identifier grouping events from one browsing session.,STRING,False,False,True
ecommerce_db,acme_corp,web_events,utm_campaign,UTM campaign parameter. Often matches campaigns.campaign_id but not enforced.,STRING,False,False,True
ecommerce_db,acme_corp,web_events,utm_medium,UTM medium parameter.,STRING,False,False,True
ecommerce_db,acme_corp,web_events,utm_source,UTM source parameter.,STRING,False,False,True
ecommerce_db,acme_corp,web_events,visitor_id,Persistent anonymous visitor identifier (cookie-based).,STRING,False,False,True
